trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.4, 'e': 0.8335254355400119}",30,0,-75.86616633315606,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.4, 'e': 0.832691910104472}",30,0,-81.70582246938997,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
184,False,"{'a': 0.4, 'e': 0.8318592181943675}",20,10,-12.5969516395221,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.4, 'e': 0.8310273589761731}",25,0,-165.65060364402638,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
186,False,"{'a': 0.4, 'e': 0.8301963316171969}",20,0,-160.55926592467543,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
187,False,"{'a': 0.4, 'e': 0.8293661352855797}",25,0,-64.48965474470974,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
188,False,"{'a': 0.4, 'e': 0.8285367691502942}",20,0,-22.070959053667863,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.4, 'e': 0.8277082323811439}",25,0,-7.229975929315722,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.4, 'e': 0.8268805241487627}",20,10,-46.622760892748175,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.4, 'e': 0.826053643624614}",20,0,-46.38678738140356,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
192,False,"{'a': 0.4, 'e': 0.8252275899809893}",35,0,-193.49215027576417,"{0: 23, 1: 3, 2: 4, 3: 2, 4: 3}",0
193,False,"{'a': 0.4, 'e': 0.8244023623910083}",25,0,-151.72999032228267,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
194,False,"{'a': 0.4, 'e': 0.8235779600286173}",25,0,-148.38167848961098,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
195,False,"{'a': 0.4, 'e': 0.8227543820685886}",20,0,-109.93167122776254,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
196,False,"{'a': 0.4, 'e': 0.8219316276865201}",30,8,-66.60249893525373,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
197,False,"{'a': 0.4, 'e': 0.8211096960588335}",35,26,-24.9844804763654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.4, 'e': 0.8202885863627748}",30,0,-106.29800659574194,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
199,False,"{'a': 0.4, 'e': 0.819468297776412}",25,0,-117.42209414563922,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
200,False,"{'a': 0.4, 'e': 0.8186488294786356}",20,0,-61.116843365552555,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
201,False,"{'a': 0.4, 'e': 0.8178301806491569}",30,0,-58.44321788451417,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",1
202,False,"{'a': 0.4, 'e': 0.8170123504685077}",20,0,-90.15681814098261,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
203,False,"{'a': 0.4, 'e': 0.8161953381180392}",25,0,-218.24900903762818,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 5}",0
204,False,"{'a': 0.4, 'e': 0.8153791427799212}",25,11,-48.08207561022698,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
205,False,"{'a': 0.4, 'e': 0.8145637636371413}",25,12,-60.152856695398384,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
206,False,"{'a': 0.4, 'e': 0.8137491998735041}",20,3,-123.37344780604244,"{0: 7, 1: 5, 2: 3, 3: 0, 4: 2}",1
207,False,"{'a': 0.4, 'e': 0.8129354506736306}",30,0,-88.02199564494744,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
208,False,"{'a': 0.4, 'e': 0.812122515222957}",25,13,-93.59999697518003,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 2}",1
209,False,"{'a': 0.4, 'e': 0.8113103927077341}",30,18,20.667809675561692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.8104990823150263}",25,16,-10.44353367973699,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.8096885832327113}",20,3,-24.588663095658617,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.8088788946494786}",30,10,-30.4315377467965,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
213,False,"{'a': 0.4, 'e': 0.8080700157548291}",20,0,-100.89387254189637,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
214,False,"{'a': 0.4, 'e': 0.8072619457390743}",20,0,-46.02200325273399,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
215,False,"{'a': 0.4, 'e': 0.8064546837933352}",30,0,-140.99874961937363,"{0: 21, 1: 4, 2: 1, 3: 1, 4: 3}",0
216,False,"{'a': 0.4, 'e': 0.8056482291095418}",20,0,-79.81537194922956,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
217,False,"{'a': 0.4, 'e': 0.8048425808804324}",20,0,-130.5560119660932,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
218,False,"{'a': 0.4, 'e': 0.8040377382995519}",20,0,-34.46285078470325,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
219,False,"{'a': 0.4, 'e': 0.8032337005612523}",25,0,-28.102600143945573,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
220,False,"{'a': 0.4, 'e': 0.8024304668606911}",20,0,-84.07320169787167,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
221,False,"{'a': 0.4, 'e': 0.8016280363938304}",20,0,-105.75867136040357,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
222,False,"{'a': 0.4, 'e': 0.8008264083574366}",30,0,-98.84447970689966,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
223,False,"{'a': 0.4, 'e': 0.8000255819490791}",30,7,-79.23296715142783,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 1}",1
224,False,"{'a': 0.4, 'e': 0.79922555636713}",20,0,-50.73086810960062,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.4, 'e': 0.7984263308107629}",20,1,-48.227356745416856,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.7976279044799521}",25,0,-76.5796576839704,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
227,False,"{'a': 0.4, 'e': 0.7968302765754722}",25,2,-29.51060240564472,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
228,False,"{'a': 0.4, 'e': 0.7960334462988967}",25,8,-102.61761520674597,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
229,False,"{'a': 0.4, 'e': 0.7952374128525979}",25,1,-114.62790998239042,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 2}",1
230,False,"{'a': 0.4, 'e': 0.7944421754397453}",25,0,-112.12610640485228,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
231,False,"{'a': 0.4, 'e': 0.7936477332643055}",25,0,-85.78164792613258,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
232,False,"{'a': 0.4, 'e': 0.7928540855310412}",30,8,-18.946109712649925,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.7920612314455101}",25,0,-52.14229774916446,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.4, 'e': 0.7912691702140646}",25,0,-87.15354193817005,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.4, 'e': 0.7904779010438505}",25,0,-211.8341166986631,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
236,False,"{'a': 0.4, 'e': 0.7896874231428067}",30,4,-142.33773555732589,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 3}",1
237,False,"{'a': 0.4, 'e': 0.7888977357196639}",20,0,-90.5548247867368,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.7881088379839443}",20,8,-47.80594611670142,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.7873207291459603}",30,0,-132.7016091056996,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
240,False,"{'a': 0.4, 'e': 0.7865334084168143}",20,0,-58.53371368696705,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.7857468750083975}",25,8,-84.88074528435787,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
242,False,"{'a': 0.4, 'e': 0.7849611281333891}",20,0,-90.62448891829158,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
243,False,"{'a': 0.4, 'e': 0.7841761670052557}",25,0,-74.97543446603568,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
244,False,"{'a': 0.4, 'e': 0.7833919908382505}",20,0,-40.31382208649442,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
245,False,"{'a': 0.4, 'e': 0.7826085988474122}",35,24,-2.7925198291867908,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.7818259902485648}",25,0,-153.20579601496814,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
247,False,"{'a': 0.4, 'e': 0.7810441642583162}",30,13,-62.754762966332635,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
248,False,"{'a': 0.4, 'e': 0.780263120094058}",20,12,-73.27551825258934,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
249,False,"{'a': 0.4, 'e': 0.7794828569739639}",20,0,-51.226421023568484,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.7787033741169899}",20,0,-65.66070779985697,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.4, 'e': 0.7779246707428729}",20,0,-209.76887418908785,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
252,False,"{'a': 0.4, 'e': 0.7771467460721301}",20,0,-46.25095193163364,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
253,False,"{'a': 0.4, 'e': 0.7763695993260579}",20,1,-57.57337376973787,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 1}",1
254,False,"{'a': 0.4, 'e': 0.7755932297267318}",25,0,-62.6916714018757,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
255,False,"{'a': 0.4, 'e': 0.7748176364970051}",30,14,-44.9300964011911,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.7740428188605081}",20,0,-59.7510840978579,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.4, 'e': 0.7732687760416476}",20,0,-41.322897096309354,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
258,False,"{'a': 0.4, 'e': 0.7724955072656059}",30,0,-130.31807296856377,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
259,False,"{'a': 0.4, 'e': 0.7717230117583403}",30,0,-146.48411786891415,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
260,False,"{'a': 0.4, 'e': 0.770951288746582}",30,21,-31.749591151490215,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.4, 'e': 0.7701803374578354}",30,0,-118.86379368240434,"{0: 21, 1: 6, 2: 0, 3: 0, 4: 3}",0
262,False,"{'a': 0.4, 'e': 0.7694101571203776}",20,6,-85.00845353593878,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
263,False,"{'a': 0.4, 'e': 0.7686407469632572}",20,10,-15.838789391903402,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.767872106216294}",30,0,-152.92558770598012,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 4}",0
265,False,"{'a': 0.4, 'e': 0.7671042341100777}",20,0,-5.261940648713443,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
266,False,"{'a': 0.4, 'e': 0.7663371298759676}",30,21,-80.55625100995393,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
267,False,"{'a': 0.4, 'e': 0.7655707927460916}",25,9,-61.10845604812479,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
268,False,"{'a': 0.4, 'e': 0.7648052219533455}",25,0,-51.208656765416414,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.7640404167313921}",35,18,-46.59975688735341,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.7632763763146607}",25,10,-53.44207189879091,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
271,False,"{'a': 0.4, 'e': 0.7625130999383462}",20,0,-49.91424291025534,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
272,False,"{'a': 0.4, 'e': 0.7617505868384078}",20,0,-83.80632755397573,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
273,False,"{'a': 0.4, 'e': 0.7609888362515693}",20,13,10.019237400862004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.7602278474153178}",25,19,-2.5591559389978418,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.7594676195679024}",30,14,18.333271615147055,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.7587081519483345}",20,0,-70.96606195555783,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
277,False,"{'a': 0.4, 'e': 0.7579494437963862}",20,0,-74.76830745579373,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
278,False,"{'a': 0.4, 'e': 0.7571914943525898}",20,5,-68.1637283686789,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
279,False,"{'a': 0.4, 'e': 0.7564343028582372}",25,12,-51.179482632020076,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.4, 'e': 0.755677868555379}",25,0,-116.66023818179467,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
281,False,"{'a': 0.4, 'e': 0.7549221906868236}",20,16,8.56958162014023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.7541672684961368}",25,0,-22.872644962372274,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
283,False,"{'a': 0.4, 'e': 0.7534131012276407}",35,15,-28.170661515272883,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.752659688126413}",30,0,-36.74011724568055,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
285,False,"{'a': 0.4, 'e': 0.7519070284382866}",20,0,-164.0064313924408,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
286,False,"{'a': 0.4, 'e': 0.7511551214098483}",30,0,-76.981540293122,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.4, 'e': 0.7504039662884385}",25,6,-1.4771185258544426,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.7496535623221501}",25,19,2.6165595404857243,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.7489039087598279}",20,5,3.067629100549915,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.4, 'e': 0.7481550048510681}",35,5,-170.3475388164323,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",1
291,False,"{'a': 0.4, 'e': 0.747406849846217}",20,4,-108.50097984550911,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 2}",1
292,False,"{'a': 0.4, 'e': 0.7466594429963708}",30,6,-48.569186303803725,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
293,False,"{'a': 0.4, 'e': 0.7459127835533744}",25,16,-83.23012514222927,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
294,False,"{'a': 0.4, 'e': 0.745166870769821}",30,0,-126.79380632951533,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
295,False,"{'a': 0.4, 'e': 0.7444217038990512}",30,0,-74.49092305175738,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
296,False,"{'a': 0.4, 'e': 0.7436772821951522}",20,11,-1.448307752020881,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.742933604912957}",20,0,9.48720632625223,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.4, 'e': 0.7421906713080441}",30,3,-93.49961663429099,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 1}",1
299,False,"{'a': 0.4, 'e': 0.741448480636736}",25,18,2.999636969681829,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.7407070321560992}",20,12,-10.465814922519895,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.7399663251239431}",20,0,-31.268569693928338,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.7392263587988193}",25,7,-51.996188735979445,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
303,False,"{'a': 0.4, 'e': 0.7384871324400204}",20,6,-82.84117182257035,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
304,False,"{'a': 0.4, 'e': 0.7377486453075803}",30,12,-53.20270896026577,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
305,False,"{'a': 0.4, 'e': 0.7370108966622728}",25,5,-51.68258691141178,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.7362738857656105}",20,9,-37.21500909183875,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.4, 'e': 0.7355376118798449}",20,14,-13.242040409821538,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.7348020742679651}",30,0,-17.20417345316343,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
309,False,"{'a': 0.4, 'e': 0.734067272193697}",20,0,8.974499989263046,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.4, 'e': 0.7333332049215034}",25,5,-43.502974110355446,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
311,False,"{'a': 0.4, 'e': 0.7325998717165819}",30,0,-130.4780131798909,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
312,False,"{'a': 0.4, 'e': 0.7318672718448653}",25,0,-15.903738439150542,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.7311354045730205}",20,10,-37.51962228794751,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
314,False,"{'a': 0.4, 'e': 0.7304042691684475}",30,0,-73.92345511929042,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
315,False,"{'a': 0.4, 'e': 0.729673864899279}",25,5,-12.854523753306859,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.7289441910343797}",25,0,-84.63026316049964,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
317,False,"{'a': 0.4, 'e': 0.7282152468433454}",20,6,-57.537621804030536,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.4, 'e': 0.727487031596502}",20,4,8.747460269938827,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.4, 'e': 0.7267595445649054}",20,0,-34.86073501500103,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
320,False,"{'a': 0.4, 'e': 0.7260327850203405}",30,2,-43.23588944259509,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
321,False,"{'a': 0.4, 'e': 0.7253067522353203}",20,0,-1.7143804867566255,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
322,False,"{'a': 0.4, 'e': 0.7245814454830849}",25,8,-12.144112751036214,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.7238568640376019}",25,0,-3.8732114977783505,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.4, 'e': 0.7231330071735642}",20,0,-26.37748732077399,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
325,False,"{'a': 0.4, 'e': 0.7224098741663907}",25,0,-185.67580910277158,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
326,False,"{'a': 0.4, 'e': 0.7216874642922243}",25,7,-14.825205927561562,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.7209657768279321}",35,0,-36.627673473406105,"{0: 26, 1: 5, 2: 3, 3: 1, 4: 0}",0
328,False,"{'a': 0.4, 'e': 0.7202448110511042}",30,18,-4.01731315233661,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.719524566240053}",20,10,-2.9540128316482894,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.718805041673813}",25,14,-7.077110455502369,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.7180862366321391}",25,0,-131.1379099390952,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
332,False,"{'a': 0.4, 'e': 0.7173681503955069}",25,0,-134.41130143645586,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
333,False,"{'a': 0.4, 'e': 0.7166507822451115}",25,10,-23.454573457176355,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.7159341314628663}",30,0,-98.13465191357513,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
335,False,"{'a': 0.4, 'e': 0.7152181973314035}",25,0,-46.915163136935426,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.4, 'e': 0.7145029791340721}",20,0,-104.55611440601089,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
337,False,"{'a': 0.4, 'e': 0.713788476154938}",20,0,-64.08275097510997,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
338,False,"{'a': 0.4, 'e': 0.7130746876787831}",25,10,-4.941869129665064,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.7123616129911043}",25,7,-11.900981853300465,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.7116492513781132}",20,9,-26.883145165485104,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
341,False,"{'a': 0.4, 'e': 0.7109376021267351}",20,0,-129.79385772665947,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
342,False,"{'a': 0.4, 'e': 0.7102266645246084}",20,8,-52.76555172702917,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
343,False,"{'a': 0.4, 'e': 0.7095164378600838}",25,0,-4.136232759174271,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.4, 'e': 0.7088069214222237}",25,1,-61.28419057219829,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
345,False,"{'a': 0.4, 'e': 0.7080981145008014}",20,10,-10.690855341276006,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.7073900163863006}",20,0,-213.42637353940293,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
347,False,"{'a': 0.4, 'e': 0.7066826263699143}",30,0,-209.8375996804614,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
348,False,"{'a': 0.4, 'e': 0.7059759437435444}",30,0,-60.94899463836448,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
349,False,"{'a': 0.4, 'e': 0.7052699677998009}",20,0,-4.900412963395095,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
350,False,"{'a': 0.4, 'e': 0.704564697832001}",20,0,-51.130434593296094,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
351,False,"{'a': 0.4, 'e': 0.7038601331341691}",30,0,-97.78818141882657,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",1
352,False,"{'a': 0.4, 'e': 0.7031562730010349}",20,12,3.8894966762623246,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.4, 'e': 0.7024531167280339}",25,16,13.297616008291673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.7017506636113058}",25,0,-63.096614174342776,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
355,False,"{'a': 0.4, 'e': 0.7010489129476946}",20,8,-55.924223590009035,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
356,False,"{'a': 0.4, 'e': 0.7003478640347468}",20,15,0.5788796979474033,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.6996475161707121}",20,0,-10.757252280149894,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
358,False,"{'a': 0.4, 'e': 0.6989478686545414}",25,1,-42.14596802873869,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
359,False,"{'a': 0.4, 'e': 0.6982489207858869}",30,21,-19.569352096327638,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.6975506718651009}",20,0,-57.606552061847836,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.4, 'e': 0.6968531211932358}",30,10,-80.60942494580011,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
362,False,"{'a': 0.4, 'e': 0.6961562680720426}",20,0,-147.8377191297365,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
363,False,"{'a': 0.4, 'e': 0.6954601118039706}",30,15,-44.5657835029902,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
364,False,"{'a': 0.4, 'e': 0.6947646516921666}",20,0,-125.43286402661089,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
365,False,"{'a': 0.4, 'e': 0.6940698870404745}",20,2,-18.199191791739036,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
